Lead Gene name	Lead Protein ID	Lead Protein name	Mol. weight [kDa]	Sequence length (AA)	Total MS/MS Count	Organellar profiles in how many maps?	Compartment Prediction	Prediction Confidence	Prediction Score	Sub compart-ment Prediction	Cytosolic Pool	Non-cytosolic pool1 	Global classifier2	Estimated Copy number per cell	Copy number Abundance Percentile	Median cellular con-centration [nM]	 Contribution to cell protein mass [ppm]
STIP1	P31948	Stress-induced-phosphoprotein 1	62.6	543	4189	6	Large Protein Complex	Medium	15.3		94%	6%	Mostly Cytosolic	9,228,540	97.9	5709.0	1797.1
STXBP1	P61764	Syntaxin-binding protein 1	67.6	594	1670	6	Large Protein Complex	Medium	8.3		43%	57%	Organellar and Cytosolic	431,908	75.8	267.2	90.7
SUGP2	Q8IX01	SURP and G-patch domain-containing protein 2	120.2	1082	554	2	Large Protein Complex	Medium	5.3		5%	95%	Mostly Nuclear	141,273	58.6	87.4	52.8
SUMO3	P55854	Small ubiquitin-related modifier 3	11.6	103	76	1	Large Protein Complex	Medium	5.2		26%	74%	Nuclear and Cytosolic	325,634	72.0	201.4	11.8
SYDE1	Q6ZW31	Rho GTPase-activating protein SYDE1	79.8	735	49	1	Large Protein Complex	Medium	4.9		65%	35%	Organellar and Cytosolic	3,963	9.7	2.5	1.0
SYNJ2	O15056	Synaptojanin-2	165.5	1496	136	3	Large Protein Complex	Medium	10.6		63%	37%	Organellar and Cytosolic	5,517	12.5	3.4	2.8
TAF10	Q12962	Transcription initiation factor TFIID subunit 10	21.7	218	185	2	Large Protein Complex	Medium	8.8		34%	66%	Nuclear and Cytosolic	264,182	68.6	163.4	17.8
TARS	P26639	Threonine--tRNA ligase, cytoplasmic	83.4	723	4061	6	Large Protein Complex	Medium	14		91%	9%	Mostly Cytosolic	7,019,735	97.1	4342.5	1820.8
TBC1D15	Q8TC07	TBC1 domain family member 15	79.5	691	378	6	Large Protein Complex	Medium	9.3		93%	7%	Mostly Cytosolic	311,386	71.2	192.6	76.9
TCEANC2	Q96MN5	Transcription elongation factor A N-terminal and central domain-containing protein 2	24.2	208	109	4	Large Protein Complex	Medium	12.2		3%	97%	Mostly Organellar	19,597	27.3	12.1	1.5
TFG	Q92734	Protein TFG	43.4	400	617	6	Large Protein Complex	Medium	6.5		93%	7%	Mostly Cytosolic	1,454,326	89.0	899.7	196.4
THOC2	Q8NI27	THO complex subunit 2	182.8	1593	2484	6	Large Protein Complex	Medium	4.2		3%	97%	Mostly Nuclear	363,669	73.4	225.0	206.6
THOC5	Q13769	THO complex subunit 5 homolog	78.5	683	765	6	Large Protein Complex	Medium	7.5		2%	98%	Mostly Nuclear	299,490	70.6	185.3	73.1
THOC6	Q86W42	THO complex subunit 6 homolog	37.5	341	709	5	Large Protein Complex	Medium	6.2		7%	93%	Broad distribution	473,448	77.0	292.9	55.2
TIA1	P31483	Nucleolysin TIA-1 isoform p40	43.0	386	646	6	Large Protein Complex	Medium	15.1		15%	85%	Broad distribution	282,879	69.6	175.0	37.8
TIGAR	Q9NQ88	Fructose-2,6-bisphosphatase TIGAR	30.1	270	172	4	Large Protein Complex	Medium	9.9		96%	4%	Mostly Cytosolic	610,594	80.3	377.7	57.1
TKT	P29401-2	Transketolase	68.8	631	4869	6	Large Protein Complex	Medium	11.9		89%	11%	Mostly Cytosolic	14,235,511	99.0	8806.4	3045.4
TMA16	Q96EY4	Translation machinery-associated protein 16	23.9	203	331	6	Large Protein Complex	Medium	12.9		14%	86%	Broad distribution	563,996	79.4	348.9	41.8
TMA7	Q9Y2S6	Translation machinery-associated protein 7	7.1	64	171	4	Large Protein Complex	Medium	8.1		23%	77%	Broad distribution	1,631,966	90.0	1009.6	35.9
TNRC6A	Q8NDV7-6	Trinucleotide repeat-containing gene 6A protein	205.2	1913	585	5	Large Protein Complex	Medium	13.7		10%	90%	Mostly Organellar	8,452	16.8	5.2	5.4
TOP1	P11387	DNA topoisomerase 1	90.7	765	1419	6	Large Protein Complex	Medium	8.3		0%	100%	Mostly Nuclear	1,942,412	91.3	1201.6	547.9
TOP2A	P11388	DNA topoisomerase 2-alpha	174.4	1531	3478	6	Large Protein Complex	Medium	10.9		1%	99%	Mostly Nuclear	1,202,996	87.5	744.2	652.2
TPD52	P55327-4	Tumor protein D52	22.5	207	1456	6	Large Protein Complex	Medium	9.7		88%	12%	Mostly Cytosolic	4,760,029	96.1	2944.6	332.6
TPD52L2	O43399	Tumor protein D54	22.2	206	2155	6	Large Protein Complex	Medium	4.6		79%	21%	Organellar and Cytosolic	5,530,410	96.6	3421.2	382.3
TPR	P12270	Nucleoprotein TPR	267.3	2363	3799	6	Large Protein Complex	Medium	5.1		33%	67%	Nuclear and Cytosolic	1,303,636	88.1	806.5	1083.3
TRAF2	Q12933	TNF receptor-associated factor 2	55.9	501	584	6	Large Protein Complex	Medium	15.6		93%	7%	Mostly Cytosolic	394,667	74.5	244.1	68.5
TRAFD1	O14545	TRAF-type zinc finger domain-containing protein 1	64.8	582	275	4	Large Protein Complex	Medium	9.8		96%	4%	Mostly Cytosolic	198,224	63.9	122.6	40.0
TRAPPC2	P0DI81	Trafficking protein particle complex subunit 2	16.4	140	140	2	Large Protein Complex	Medium	5		57%	43%	Organellar and Cytosolic	49,739	41.3	30.8	2.5
TRIM28	Q13263	Transcription intermediary factor 1-beta	88.5	835	3647	6	Large Protein Complex	Medium	9.3		57%	43%	Nuclear and Cytosolic	4,282,117	95.6	2649.0	1178.8
TRIM32	Q13049	E3 ubiquitin-protein ligase TRIM32	72.0	653	333	6	Large Protein Complex	Medium	10.6		72%	28%	Organellar and Cytosolic	48,616	41.0	30.1	10.9
TRIP13	Q15645	Pachytene checkpoint protein 2 homolog	48.6	432	1132	6	Large Protein Complex	Medium	6.1		89%	11%	Mostly Cytosolic	2,241,179	92.2	1386.4	338.3
TROVE2	P10155	60 kDa SS-A/Ro ribonucleoprotein	60.7	538	582	6	Large Protein Complex	Medium	15.1		95%	5%	Mostly Cytosolic	865,836	84.4	535.6	163.3
TRUB1	Q8WWH5	Probable tRNA pseudouridine synthase 1	37.3	349	724	6	Large Protein Complex	Medium	6.9		68%	32%	Organellar and Cytosolic	270,020	68.9	167.0	31.3
TSPYL1	Q9H0U9	Testis-specific Y-encoded-like protein 1	49.2	437	197	3	Large Protein Complex	Medium	11.4		28%	72%	Nuclear and Cytosolic	59,430	44.2	36.8	9.1
TTC21B	Q7Z4L5	Tetratricopeptide repeat protein 21B	150.9	1316	387	6	Large Protein Complex	Medium	5.5		8%	92%	Mostly Organellar	12,216	21.2	7.6	5.7
TTC37	Q6PGP7	Tetratricopeptide repeat protein 37	175.5	1564	3421	6	Large Protein Complex	Medium	11.1		34%	66%	Organellar and Cytosolic	158,416	60.5	98.0	86.4
TTF2	Q9UNY4	Transcription termination factor 2	129.6	1162	1318	6	Large Protein Complex	Medium	8.7		14%	86%	Mostly Organellar	59,553	44.2	36.8	24.0
TTLL12	Q14166	Tubulin--tyrosine ligase-like protein 12	74.4	644	934	6	Large Protein Complex	Medium	15.8		97%	3%	Mostly Cytosolic	1,141,370	86.9	706.1	264.0
TUBB3	Q13509	Tubulin beta-3 chain	50.4	450	341	5	Large Protein Complex	Medium	11.9		94%	6%	Mostly Cytosolic	616,730	80.5	381.5	96.7
TXNL1	O43396	Thioredoxin-like protein 1	32.3	289	1290	6	Large Protein Complex	Medium	13.1		90%	10%	Mostly Cytosolic	1,604,601	89.9	992.6	160.9
TYMS	P04818	Thymidylate synthase	35.7	313	729	6	Large Protein Complex	Medium	15.6		90%	10%	Mostly Cytosolic	1,447,373	89.0	895.4	160.7
U2AF1	Q01081	Splicing factor U2AF 35 kDa subunit	27.9	240	149	3	Large Protein Complex	Medium	11.1		26%	74%	Nuclear and Cytosolic	303,303	70.8	187.6	26.3
UACA	Q9BZF9	Uveal autoantigen with coiled-coil domains and ankyrin repeats	162.5	1416	1010	6	Large Protein Complex	Medium	13.1		1%	99%	Mostly Organellar	45,602	39.9	28.2	23.0
UBE2I	P63279	SUMO-conjugating enzyme UBC9	18.0	158	1269	6	Large Protein Complex	Medium	5.9		37%	63%	Broad distribution	4,391,812	95.7	2716.9	245.9
UBE2O	Q9C0C9	E2/E3 hybrid ubiquitin-protein ligase UBE2O	141.3	1292	555	4	Large Protein Complex	Medium	6		97%	3%	Mostly Cytosolic	223,470	65.9	138.2	98.2
UBE2T	Q9NPD8	Ubiquitin-conjugating enzyme E2 T	22.5	197	238	3	Large Protein Complex	Medium	9		87%	13%	Mostly Cytosolic	702,262	82.1	434.4	49.2
UBL4A	P11441	Ubiquitin-like protein 4A	17.8	157	228	5	Large Protein Complex	Medium	15.8		88%	12%	Mostly Cytosolic	512,444	78.0	317.0	28.3
UBQLN2	Q9UHD9	Ubiquilin-2	65.7	624	279	5	Large Protein Complex	Medium	7.6		84%	16%	Broad distribution	129,358	57.2	80.0	26.4
UBR5	O95071	E3 ubiquitin-protein ligase UBR5	309.4	2799	1126	6	Large Protein Complex	Medium	9.6		95%	5%	Mostly Cytosolic	195,679	63.7	121.1	188.2
UFD1L	Q92890	Ubiquitin fusion degradation protein 1 homolog	34.5	307	990	6	Large Protein Complex	Medium	11.3		75%	25%	Broad distribution	658,398	81.2	407.3	70.6
UGDH	O60701	UDP-glucose 6-dehydrogenase	55.0	494	658	6	Large Protein Complex	Medium	4.7		98%	2%	Mostly Cytosolic	1,363,439	88.5	843.4	233.2
UNG	P13051	Uracil-DNA glycosylase	34.6	313	407	6	Large Protein Complex	Medium	9.4		11%	89%	Mostly Organellar	213,168	65.1	131.9	23.0
UPF1	Q92900	Regulator of nonsense transcripts 1	124.3	1129	6662	6	Large Protein Complex	Medium	5.3		37%	63%	Organellar and Cytosolic	734,794	82.7	454.6	284.0
USP15	Q9Y4E8	Ubiquitin carboxyl-terminal hydrolase 15	112.4	981	511	4	Large Protein Complex	Medium	8		97%	3%	Mostly Cytosolic	356,920	73.1	220.8	124.7
UTP11L	Q9Y3A2	Probable U3 small nucleolar RNA-associated protein 11	30.4	253	280	5	Large Protein Complex	Medium	4.7		1%	99%	Mostly Nuclear	758,789	83.1	469.4	71.8
UTP3	Q9NQZ2	Something about silencing protein 10	54.6	479	258	2	Large Protein Complex	Medium	4.8		6%	94%	Mostly Nuclear	357,888	73.1	221.4	60.7
VCPIP1	Q96JH7	Deubiquitinating protein VCIP135	134.3	1222	389	5	Large Protein Complex	Medium	14.4		97%	3%	Mostly Cytosolic	126,749	56.9	78.4	52.9
WAPAL	Q7Z5K2-2	Wings apart-like protein homolog	137.3	1227	826	5	Large Protein Complex	Medium	8.2		1%	99%	Mostly Nuclear	300,063	70.7	185.6	128.1
WDR13	Q9H1Z4	WD repeat-containing protein 13	53.7	485	225	6	Large Protein Complex	Medium	12.9		56%	44%	Organellar and Cytosolic	41,137	38.4	25.4	6.9
WDR20	Q8TBZ3	WD repeat-containing protein 20	62.9	569	244	6	Large Protein Complex	Medium	13.7		14%	86%	Mostly Organellar	13,598	22.4	8.4	2.7
WDR3	Q9UNX4	WD repeat-containing protein 3	106.1	943	1221	6	Large Protein Complex	Medium	10.3		2%	98%	Mostly Nuclear	593,519	80.0	367.2	195.8
WDR55	Q9H6Y2	WD repeat-containing protein 55	42.1	383	258	3	Large Protein Complex	Medium	6		65%	35%	Nuclear and Cytosolic	160,202	60.6	99.1	21.0
WDR74	Q6RFH5	WD repeat-containing protein 74	42.4	385	573	6	Large Protein Complex	Medium	12.3		3%	97%	Mostly Nuclear	565,779	79.4	350.0	74.6
XPO5	Q9HAV4	Exportin-5	136.3	1204	1392	6	Large Protein Complex	Medium	5.7		77%	23%	Nuclear and Cytosolic	611,207	80.4	378.1	259.0
YLPM1	P49750-4	YLP motif-containing protein 1	241.6	2146	746	6	Large Protein Complex	Medium	12.7		0%	100%	Mostly Nuclear	113,310	55.3	70.1	85.1
YTHDC1	Q96MU7	YTH domain-containing protein 1	84.7	727	278	4	Large Protein Complex	Medium	4.6		24%	76%	Nuclear and Cytosolic	232,138	66.6	143.6	61.1
ZCCHC17	Q9NP64	Nucleolar protein of 40 kDa	27.6	241	164	4	Large Protein Complex	Medium	8.7		3%	97%	Broad distribution	79,628	49.3	49.3	6.8
ZFAND6	Q6FIF0	AN1-type zinc finger protein 6	22.6	208	133	2	Large Protein Complex	Medium	13.8		78%	22%	Nuclear and Cytosolic	117,493	55.9	72.7	8.2
ZFC3H1	O60293	Zinc finger C3H1 domain-containing protein	226.4	1989	553	6	Large Protein Complex	Medium	15.4		3%	97%	Mostly Nuclear	32,553	34.8	20.1	22.9
ZNF451	Q9Y4E5	Zinc finger protein 451	121.5	1061	343	3	Large Protein Complex	Medium	13.1		27%	73%	Nuclear and Cytosolic	70,269	47.0	43.5	26.5
ZNFX1	Q9P2E3	NFX1-type zinc finger-containing protein 1	220.2	1918	327	6	Large Protein Complex	Medium	12.1		88%	12%	Mostly Cytosolic	23,327	29.9	14.4	16.0
ZNRF2	Q8NHG8	E3 ubiquitin-protein ligase ZNRF2	24.1	242	143	4	Large Protein Complex	Medium	4.3		79%	21%	Organellar and Cytosolic	74,787	48.2	46.3	5.6
AARSD1	Q9BTE6	Alanyl-tRNA editing protein Aarsd1	45.5	412	260	1	Large Protein Complex	Low	1.2		95%	5%	Mostly Cytosolic	330,364	72.2	204.4	46.7
AASDHPPT	Q9NRN7	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	35.8	309	219	3	Large Protein Complex	Low	2.5		94%	6%	Mostly Cytosolic	251,657	67.8	155.7	28.0
ABCF1	Q8NE71	ATP-binding cassette sub-family F member 1	95.9	845	3870	6	Large Protein Complex	Low	1.2		55%	45%	Organellar and Cytosolic	1,547,741	89.6	957.5	461.6
ABR	Q12979-2	Active breakpoint cluster region-related protein	93.7	822	172	1	Large Protein Complex	Low	1.9		95%	5%	Mostly Cytosolic	86,793	50.7	53.7	25.3
ACAT2	Q9BWD1	Acetyl-CoA acetyltransferase, cytosolic	41.4	397	469	6	Large Protein Complex	Low	2.4		96%	4%	Mostly Cytosolic	1,453,610	89.0	899.2	186.9
ACTL6A	O96019	Actin-like protein 6A	47.5	429	531	6	Large Protein Complex	Low	3.8		25%	75%	Nuclear and Cytosolic	1,342,346	88.4	830.4	198.1
ACYP1	P07311	Acylphosphatase-1	11.3	99	75	1	Large Protein Complex	Low	2.3		88%	12%	Mostly Cytosolic	298,351	70.5	184.6	10.4
ADARB1	P78563	Double-stranded RNA-specific editase 1	80.8	741	328	1	Large Protein Complex	Low	1.6		0%	100%	Mostly Nuclear	119,311	56.2	73.8	30.0
ADSS	P30520	Adenylosuccinate synthetase isozyme 2	50.1	456	545	6	Large Protein Complex	Low	1.4		98%	2%	Mostly Cytosolic	1,275,358	88.0	789.0	198.6
AFTPH	Q6ULP2	Aftiphilin	102.2	937	180	4	Large Protein Complex	Low	1.5		85%	15%	Mostly Cytosolic	30,518	33.9	18.9	9.7
AGFG2	O95081	Arf-GAP domain and FG repeat-containing protein 2	49.0	481	208	5	Large Protein Complex	Low	1.3		56%	44%	Organellar and Cytosolic	40,502	38.1	25.1	6.2
AGL	P35573	Glycogen debranching enzyme	174.8	1532	5952	6	Large Protein Complex	Low	1.7		33%	67%	Organellar and Cytosolic	381,097	74.1	235.8	207.0
AHCYL1	O43865	Putative adenosylhomocysteinase 2	59.0	530	995	6	Large Protein Complex	Low	3.8		93%	7%	Mostly Cytosolic	1,470,580	89.1	909.7	269.5
AHSA1	O95433	Activator of 90 kDa heat shock protein ATPase homolog 1	38.3	338	1204	6	Large Protein Complex	Low	3.9		93%	7%	Mostly Cytosolic	2,900,248	93.8	1794.2	345.1
AKR1B1	P15121	Aldose reductase	35.9	316	1254	6	Large Protein Complex	Low	1.6		94%	6%	Mostly Cytosolic	5,634,110	96.6	3485.4	628.0
ANAPC5	Q9UJX4	Anaphase-promoting complex subunit 5	85.1	755	419	3	Large Protein Complex	Low	1.3		49%	51%	Nuclear and Cytosolic	126,211	56.8	78.1	33.4
ANXA4	P09525	Annexin A4	35.9	319	533	6	Large Protein Complex	Low	1.6		98%	2%	Mostly Cytosolic	2,091,631	91.8	1293.9	233.3
APEX2	Q9UBZ4	DNA-(apurinic or apyrimidinic site) lyase 2	57.4	518	79	1	Large Protein Complex	Low	1.2		39%	61%	Organellar and Cytosolic	7,762	15.8	4.8	1.4
ARHGEF17	Q96PE2	Rho guanine nucleotide exchange factor 17	221.7	2063	112	2	Large Protein Complex	Low	1.5		44%	56%	Organellar and Cytosolic	7,179	15.0	4.4	4.9
ATIC	P31939	Bifunctional purine biosynthesis protein PURH	64.6	592	1922	6	Large Protein Complex	Low	1.2		97%	3%	Mostly Cytosolic	3,484,593	94.7	2155.6	700.0
BAZ1B	Q9UIG0	Tyrosine-protein kinase BAZ1B	170.9	1483	1475	5	Large Protein Complex	Low	1.1		0%	100%	Mostly Nuclear	717,732	82.4	444.0	381.3
BLM	P54132	Bloom syndrome protein	159.0	1417	311	1	Large Protein Complex	Low	2.2		14%	86%	Broad distribution	81,474	49.6	50.4	40.3
BLOC1S3	Q6QNY0	Biogenesis of lysosome-related organelles complex 1 subunit 3	21.3	202	154	4	Large Protein Complex	Low	1.7		82%	18%	Organellar and Cytosolic	110,666	55.0	68.5	7.3
BROX	Q5VW32	BRO1 domain-containing protein BROX	46.5	411	340	4	Large Protein Complex	Low	1.3		95%	5%	Mostly Cytosolic	666,846	81.3	412.5	96.3
C12orf10	Q9HB07	UPF0160 protein MYG1, mitochondrial	42.4	376	413	6	Large Protein Complex	Low	3.4		97%	3%	Mostly Cytosolic	1,071,605	86.4	662.9	141.4
C20orf27	Q9GZN8	UPF0687 protein C20orf27	19.3	174	217	2	Large Protein Complex	Low	2.1		96%	4%	Mostly Cytosolic	549,073	79.0	339.7	32.9
CAPNS1	P04632	Calpain small subunit 1	28.3	268	520	6	Large Protein Complex	Low	2.8		95%	5%	Mostly Cytosolic	2,051,472	91.6	1269.1	180.6
CBS	P35520	Cystathionine beta-synthase	60.6	551	1025	6	Large Protein Complex	Low	1.3		96%	4%	Mostly Cytosolic	2,261,866	92.3	1399.2	426.0
CCAR1	Q8IX12	Cell division cycle and apoptosis regulator protein 1	132.8	1150	1493	6	Large Protein Complex	Low	2.6		15%	85%	Broad distribution	727,631	82.6	450.1	300.4
CCDC18	Q5T9S5	Coiled-coil domain-containing protein 18	169.0	1454	134	2	Large Protein Complex	Low	2.5		86%	14%	Mostly Cytosolic	14,409	23.2	8.9	7.6
CCDC186	Q7Z3E2	Coiled-coil domain-containing protein 186	103.7	898	73	2	Large Protein Complex	Low	1.5		9%	91%	Mostly Organellar	3,318	8.2	2.1	1.1
CDCA8	Q53HL2	Borealin	31.3	280	221	4	Large Protein Complex	Low	3.9		0%	100%	Mostly Nuclear	266,025	68.7	164.6	25.9
CDK16	Q00536	Cyclin-dependent kinase 16	55.7	496	166	5	Large Protein Complex	Low	3.4		69%	31%	Organellar and Cytosolic	54,169	42.7	33.5	9.4
CDT1	Q9H211	DNA replication factor Cdt1	60.4	546	219	1	Large Protein Complex	Low	2.1		4%	96%	Mostly Nuclear	71,684	47.4	44.3	13.5
CEP85	Q6P2H3	Centrosomal protein of 85 kDa	85.6	762	159	1	Large Protein Complex	Low	2.4		92%	8%	Mostly Cytosolic	53,043	42.4	32.8	14.1
CHCHD5	Q9BSY4	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	12.4	110	279	5	Large Protein Complex	Low	1.6		51%	49%	Organellar and Cytosolic	647,407	81.0	400.5	24.9
CHMP4A	Q9BY43	Charged multivesicular body protein 4a	25.1	222	224	5	Large Protein Complex	Low	2.7		94%	6%	Mostly Cytosolic	695,259	82.0	430.1	54.2
CHMP5	Q9NZZ3	Charged multivesicular body protein 5	24.6	219	230	6	Large Protein Complex	Low	1.4		97%	3%	Mostly Cytosolic	739,198	82.8	457.3	56.5
CHPF2	Q9P2E5	Chondroitin sulfate glucuronyltransferase	85.9	772	104	2	Large Protein Complex	Low	2.7		0%	100%	Mostly Organellar	6,278	13.7	3.9	1.7
CIAPIN1	Q6FI81	Anamorsin	33.6	312	619	6	Large Protein Complex	Low	2.2		95%	5%	Mostly Cytosolic	2,203,484	92.2	1363.1	230.0
CLASP1	Q7Z460	CLIP-associating protein 1	169.5	1538	45	2	Large Protein Complex	Low	3.1		0%	100%	Mostly Organellar	604	0.7	0.4	0.3
CLIC1	O00299	Chloride intracellular channel protein 1	26.9	241	1854	6	Large Protein Complex	Low	3.1		92%	8%	Mostly Cytosolic	10,974,861	98.4	6789.3	918.6
COBLL1	Q53SF7-4	Cordon-bleu protein-like 1	123.9	1128	194	6	Large Protein Complex	Low	2.1		4%	96%	Broad distribution	17,670	25.8	10.9	6.8
COMMD7	Q86VX2	COMM domain-containing protein 7	22.5	200	153	3	Large Protein Complex	Low	3.6		93%	7%	Mostly Cytosolic	203,608	64.4	126.0	14.3
CPNE2	Q96FN4	Copine-2	61.2	548	155	1	Large Protein Complex	Low	1.3		85%	15%	Mostly Cytosolic	75,287	48.3	46.6	14.3
CRABP2	P29373	Cellular retinoic acid-binding protein 2	15.7	138	688	6	Large Protein Complex	Low	1.7		93%	7%	Mostly Cytosolic	7,954,986	97.5	4921.1	388.1
CSK	P41240	Tyrosine-protein kinase CSK	50.7	450	663	6	Large Protein Complex	Low	3		78%	22%	Broad distribution	328,274	72.1	203.1	51.7
CSTB	P04080	Cystatin-B	11.1	98	894	6	Large Protein Complex	Low	1.2		93%	7%	Mostly Cytosolic	12,883,757	98.7	7970.1	446.2
CSTF2T	Q9H0L4	Cleavage stimulation factor subunit 2 tau variant	64.4	616	152	1	Large Protein Complex	Low	1.3		18%	82%	Nuclear and Cytosolic	74,627	48.2	46.2	14.9
CTH	P32929	Cystathionine gamma-lyase	44.5	405	542	6	Large Protein Complex	Low	1.1		97%	3%	Mostly Cytosolic	1,387,633	88.6	858.4	192.0
CTNNB1	P35222	Catenin beta-1	85.5	781	645	6	Large Protein Complex	Low	2.5		18%	82%	Broad distribution	89,188	51.3	55.2	23.7
DCP1A	Q9NPI6	mRNA-decapping enzyme 1A	63.3	582	768	6	Large Protein Complex	Low	1.4		58%	42%	Organellar and Cytosolic	98,821	53.1	61.1	19.4
DDX19B	Q9UMR2	ATP-dependent RNA helicase DDX19B	53.9	479	150	3	Large Protein Complex	Low	3.1		67%	33%	Organellar and Cytosolic	44,474	39.5	27.5	7.5
DENND5B	Q6ZUT9	DENN domain-containing protein 5B	145.0	1274	128	1	Large Protein Complex	Low	1		95%	5%	Mostly Cytosolic	25,228	30.9	15.6	11.4
DFNA5	O60443	Non-syndromic hearing impairment protein 5	54.6	496	345	6	Large Protein Complex	Low	1.8		97%	3%	Mostly Cytosolic	380,311	74.1	235.3	64.5
DIDO1	Q9BTC0	Death-inducer obliterator 1	243.9	2240	753	3	Large Protein Complex	Low	1.5		0%	100%	Mostly Nuclear	161,443	60.7	99.9	122.4
DIEXF	Q68CQ4	Digestive organ expansion factor homolog	87.1	756	460	2	Large Protein Complex	Low	2.9		19%	81%	Nuclear and Cytosolic	297,549	70.5	184.1	80.5
DPP9	Q86TI2	Dipeptidyl peptidase 9	98.3	863	303	1	Large Protein Complex	Low	1.3		99%	1%	Mostly Cytosolic	220,114	65.6	136.2	67.2
DPY30	Q9C005	Protein dpy-30 homolog	11.3	99	196	3	Large Protein Complex	Low	2.5		40%	60%	Nuclear and Cytosolic	1,800,874	90.7	1114.1	63.0
DTX2	Q86UW9	Probable E3 ubiquitin-protein ligase DTX2	67.2	622	147	6	Large Protein Complex	Low	3.9		19%	81%	Organellar and Cytosolic	10,548	19.4	6.5	2.2
DUSP11	O75319	RNA/RNP complex-1-interacting phosphatase	38.9	330	106	1	Large Protein Complex	Low	2.8		3%	97%	Broad distribution	54,468	42.8	33.7	6.6
DUSP12	Q9UNI6	Dual specificity protein phosphatase 12	37.7	340	645	6	Large Protein Complex	Low	2.4		61%	39%	Organellar and Cytosolic	200,369	64.1	124.0	23.5
DUSP3	P51452	Dual specificity protein phosphatase 3	20.5	185	167	3	Large Protein Complex	Low	1.3		96%	4%	Mostly Cytosolic	660,867	81.2	408.8	42.1
DYNC2H1	Q8NCM8	Cytoplasmic dynein 2 heavy chain 1	492.6	4307	179	2	Large Protein Complex	Low	1.2		88%	12%	Mostly Cytosolic	4,390	10.5	2.7	6.7
EDC4	Q6P2E9	Enhancer of mRNA-decapping protein 4	151.7	1401	3810	6	Large Protein Complex	Low	2.9		54%	46%	Organellar and Cytosolic	420,419	75.4	260.1	198.2
EED	O75530	Polycomb protein EED	50.2	441	340	4	Large Protein Complex	Low	1.5		11%	89%	Mostly Nuclear	351,948	72.9	217.7	54.9
EIF3J	O75822	Eukaryotic translation initiation factor 3 subunit J	29.1	258	2892	6	Large Protein Complex	Low	1.3		78%	22%	Organellar and Cytosolic	4,848,446	96.2	2999.3	438.1
ENO1	P06733	Alpha-enolase	47.2	434	9252	6	Large Protein Complex	Low	2.1		91%	9%	Mostly Cytosolic	39,559,290	99.8	24472.1	5800.9
ENY2	Q9NPA8	Transcription and mRNA export factor ENY2	11.5	101	177	2	Large Protein Complex	Low	1.7		43%	57%	Nuclear and Cytosolic	1,070,650	86.4	662.3	38.4
FAM102B	Q5T8I3	Protein FAM102B	39.3	360	87	1	Large Protein Complex	Low	2.4		78%	22%	Broad distribution	38,868	37.7	24.0	4.7
FAM114A1	Q8IWE2	Protein NOXP20	60.7	563	266	3	Large Protein Complex	Low	2.1		96%	4%	Mostly Cytosolic	201,321	64.1	124.5	38.0
FAM120C	Q9NX05	Constitutive coactivator of PPAR-gamma-like protein 2	120.6	1096	305	6	Large Protein Complex	Low	3.5		15%	85%	Organellar and Cytosolic	9,732	18.6	6.0	3.6
FAM126A	Q9BYI3	Hyccin	57.6	521	80	1	Large Protein Complex	Low	2.1		25%	75%	Organellar and Cytosolic	9,730	18.6	6.0	1.7
FAM175B	Q15018	BRISC complex subunit Abro1	46.9	415	211	2	Large Protein Complex	Low	1		98%	2%	Mostly Cytosolic	296,909	70.4	183.7	43.3
FBXO2	Q9UK22	F-box only protein 2	33.3	296	308	6	Large Protein Complex	Low	3.9		96%	4%	Mostly Cytosolic	741,373	82.8	458.6	76.8
FDPS	P14324	Farnesyl pyrophosphate synthase	48.3	419	789	6	Large Protein Complex	Low	3.2		95%	5%	Mostly Cytosolic	3,144,160	94.3	1945.0	471.9
FGD1	P98174	FYVE, RhoGEF and PH domain-containing protein 1	106.6	961	95	1	Large Protein Complex	Low	2.5		91%	9%	Mostly Cytosolic	17,425	25.6	10.8	5.8
FKBP1A	P62942	Peptidyl-prolyl cis-trans isomerase FKBP1A	12.0	108	218	4	Large Protein Complex	Low	1.5		96%	4%	Mostly Cytosolic	3,033,554	94.1	1876.6	112.7
GAPDH	P04406	Glyceraldehyde-3-phosphate dehydrogenase	36.1	335	19910	6	Large Protein Complex	Low	1.4		54%	46%	Organellar and Cytosolic	118,484,775	100.0	73296.9	13280.1
GLRX3	O76003	Glutaredoxin-3	37.4	335	785	6	Large Protein Complex	Low	1.7		95%	5%	Mostly Cytosolic	2,376,230	92.6	1470.0	276.5
